id,species,country,locality,nwhi,sequenced_coi,sequenced_cytb,lon,lat,source
Pgo-078,Plagiotremus goslinei,United States,Kure Atoll,1,1,1,-178.2935519,28.392533,sequenced
Pgo-079,Plagiotremus goslinei,United States,Kure Atoll,1,0,1,-178.2935519,28.392533,sequenced
Pgo-080,Plagiotremus goslinei,United States,Necker Island,1,0,1,-164.7002777,23.5749114,sequenced
Pgo-081,Plagiotremus goslinei,United States,Necker Island,1,0,1,-164.7002777,23.5749114,sequenced
Pgo-082,Plagiotremus goslinei,United States,Midway Atoll,1,0,1,-177.3734926,28.2072168,sequenced
Pgo-086,Plagiotremus goslinei,United States,Nihoa,1,1,1,-161.9218243,23.0604578,sequenced
Pgo-087,Plagiotremus goslinei,United States,Nihoa,1,0,1,-161.9218243,23.0604578,sequenced
Pgo-088,Plagiotremus goslinei,United States,Nihoa,1,1,1,-161.9218243,23.0604578,sequenced
Pgo-089,Plagiotremus goslinei,United States,Nihoa,1,0,1,-161.9218243,23.0604578,sequenced
Pgo-090,Plagiotremus goslinei,United States,Nihoa,1,1,1,-161.9218243,23.0604578,sequenced
Pgo-091,Plagiotremus goslinei,United States,Nihoa,1,0,1,-161.9218243,23.0604578,sequenced
Pgo-092,Plagiotremus goslinei,United States,Nihoa,1,0,1,-161.9218243,23.0604578,sequenced
Pgo-093,Plagiotremus goslinei,United States,Nihoa,1,1,1,-161.9218243,23.0604578,sequenced
Pgo-094,Plagiotremus goslinei,United States,Nihoa,1,1,1,-161.9218243,23.0604578,sequenced
Pgo-095,Plagiotremus goslinei,United States,Nihoa,1,1,1,-161.9218243,23.0604578,sequenced
Pgo-096,Plagiotremus goslinei,United States,Nihoa,1,1,1,-161.9218243,23.0604578,sequenced
Pgo-097,Plagiotremus goslinei,United States,Nihoa,1,0,0,-161.9218243,23.0604578,sequenced
Pgo-098,Plagiotremus goslinei,United States,Nihoa,1,0,0,-161.9218243,23.0604578,sequenced
Pgo-099,Plagiotremus goslinei,United States,Midway Atoll,1,0,0,-177.3734926,28.2072168,sequenced
Pgo-100,Plagiotremus goslinei,United States,French Frigate Shoals,1,0,1,-166.146111,23.748889,sequenced
Pgo-101,Plagiotremus goslinei,United States,French Frigate Shoals,1,1,0,-166.146111,23.748889,sequenced
Pgo-102,Plagiotremus goslinei,United States,French Frigate Shoals,1,0,0,-166.146111,23.748889,sequenced
Pta-129,Plagiotremus tapeinosoma,Israel,Gulf of Aqaba,0,1,1,34.7298765,28.6929261,sequenced
Pta-130,Plagiotremus tapeinosoma,Israel,Gulf of Aqaba,0,0,1,34.7298765,28.6929261,sequenced
Prh-041,Plagiotremus rhinorhynchos,Saudi Arabia,North,0,1,0,39.108097,21.730592,sequenced
Prh-043,Plagiotremus rhinorhynchos,Saudi Arabia,North,0,1,0,39.108097,21.730592,sequenced
Prh-045,Plagiotremus rhinorhynchos,Saudi Arabia,North,0,1,0,39.108097,21.730592,sequenced
Pta-082,Plagiotremus tapeinosoma,Saudi Arabia,Thuwal,0,0,1,39.1132757,22.2756562,sequenced
Pta-083,Plagiotremus tapeinosoma,Saudi Arabia,Thuwal,0,1,1,39.1132757,22.2756562,sequenced
Pta-084,Plagiotremus tapeinosoma,Saudi Arabia,Thuwal,0,1,1,39.1132757,22.2756562,sequenced
Pta-085,Plagiotremus tapeinosoma,Saudi Arabia,Al Lith,0,1,0,40.2782239,20.1405331,sequenced
Pta-124,Plagiotremus tapeinosoma,Saudi Arabia,Thuwal,0,0,1,39.1132757,22.2756562,sequenced
Pta-125,Plagiotremus tapeinosoma,Saudi Arabia,Thuwal,0,0,1,39.1132757,22.2756562,sequenced
Pta-126,Plagiotremus tapeinosoma,Saudi Arabia,Jazair Silah,0,1,1,38.512573,20.280232,sequenced
Pta-127,Plagiotremus tapeinosoma,Saudi Arabia,Shib Pelham,0,0,1,38.512573,20.280232,sequenced
Pta-128,Plagiotremus tapeinosoma,Saudi Arabia,Shib Pelham,0,1,1,38.512573,20.280232,sequenced
Pta-115,Plagiotremus tapeinosoma,Cook Islands,Rarotonga,0,0,1,-159.7719348,-21.2077442,sequenced
Pta-116,Plagiotremus tapeinosoma,Cook Islands,Rarotonga,0,1,1,-159.7719348,-21.2077442,sequenced
Pta-117,Plagiotremus tapeinosoma,Cook Islands,Rarotonga,0,0,1,-159.7719348,-21.2077442,sequenced
Pta-118,Plagiotremus tapeinosoma,Cook Islands,Rarotonga,0,1,1,-159.7719348,-21.2077442,sequenced
Pta-119,Plagiotremus tapeinosoma,Cook Islands,Rarotonga,0,1,1,-159.7719348,-21.2077442,sequenced
Pta-120,Plagiotremus tapeinosoma,Cook Islands,Rarotonga,0,1,1,-159.7719348,-21.2077442,sequenced
Pta-121,Plagiotremus tapeinosoma,Cook Islands,Rarotonga,0,1,1,-159.7719348,-21.2077442,sequenced
Pta-019,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-020,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-021,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-022,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-023,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-024,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-025,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-026,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-027,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-028,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-029,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,0,1,-149.8295234,-17.5388435,sequenced
Pta-030,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,0,1,-149.8295234,-17.5388435,sequenced
Pta-031,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-032,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-033,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,1,-149.8295234,-17.5388435,sequenced
Pta-034,Plagiotremus tapeinosoma,French Polynesia,Moorea,0,1,0,-149.8295234,-17.5388435,sequenced
Prh-038,Plagiotremus rhinorhynchos,Fiji,Viti Levu,0,0,0,178.0118473,-17.8483187,sequenced
Prh-BLN0935,Plagiotremus rhinorhynchos,Japan,Okinawa,0,1,0,128.264716,26.872109,sequenced
Pta-BLN0771,Plagiotremus tapeinosoma,Japan,Okinawa,0,1,0,128.264716,26.872109,sequenced
Pta-BLN0831,Plagiotremus tapeinosoma,Japan,Okinawa,0,1,0,128.264716,26.872109,sequenced
Pta-BLN0875,Plagiotremus tapeinosoma,Japan,Okinawa,0,1,0,128.264716,26.872109,sequenced
Prh-001,Plagiotremus rhinorhynchos,Palau,Palau,0,0,0,134.58252,7.51498,sequenced
Prh-002,Plagiotremus rhinorhynchos,Palau,Palau,0,1,0,134.58252,7.51498,sequenced
Prh-003,Plagiotremus rhinorhynchos,Palau,Palau,0,1,0,134.58252,7.51498,sequenced
Prh-004,Plagiotremus rhinorhynchos,Palau,Palau,0,1,0,134.58252,7.51498,sequenced
Prh-005,Plagiotremus rhinorhynchos,Palau,Palau,0,0,0,134.58252,7.51498,sequenced
Prh-006,Plagiotremus rhinorhynchos,Palau,Palau,0,0,0,134.58252,7.51498,sequenced
Prh-007,Plagiotremus rhinorhynchos,Palau,Palau,0,1,0,134.58252,7.51498,sequenced
Prh-008,Plagiotremus rhinorhynchos,Palau,Palau,0,1,0,134.58252,7.51498,sequenced
Pta-014,Plagiotremus tapeinosoma,Palau,Palau,0,1,0,134.58252,7.51498,sequenced
Pta-015,Plagiotremus tapeinosoma,Palau,Palau,0,1,1,134.58252,7.51498,sequenced
Pta-016,Plagiotremus tapeinosoma,Palau,Palau,0,0,0,134.58252,7.51498,sequenced
Pta-017,Plagiotremus tapeinosoma,Palau,Palau,0,0,0,134.58252,7.51498,sequenced
Pta-018,Plagiotremus tapeinosoma,Palau,Palau,0,1,0,134.58252,7.51498,sequenced
Pta-013,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,1,1,167.733333,8.716667,sequenced
Pta-060,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,1,0,167.733333,8.716667,sequenced
Pta-061,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,1,0,167.733333,8.716667,sequenced
Pta-062,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,1,0,167.733333,8.716667,sequenced
Pta-063,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,1,0,167.733333,8.716667,sequenced
Pta-064,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-065,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-066,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-067,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-068,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-069,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-070,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-071,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-075,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-076,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-077,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Kwajalein,0,0,0,167.733333,8.716667,sequenced
Pta-078,Plagiotremus tapeinosoma,Republic of the Marshall Islands,Majuro,0,0,1,171.184478,7.131474,sequenced
Prh-009,Plagiotremus rhinorhynchos,Seychelles,Anse Soleil,0,1,0,55.4649887,-4.7458395,sequenced
Prh-010,Plagiotremus rhinorhynchos,Seychelles,Anse Soleil,0,0,0,55.4649887,-4.7458395,sequenced
Prh-011,Plagiotremus rhinorhynchos,Seychelles,Anse Royale,0,1,0,55.5204574,-4.7329678,sequenced
Prh-012,Plagiotremus rhinorhynchos,Seychelles,Anse Major,0,0,0,55.3853876,-4.6265178,sequenced
Prh-013,Plagiotremus rhinorhynchos,Seychelles,Anse Forbans,0,1,0,55.5261143,-4.7755883,sequenced
Prh-014,Plagiotremus rhinorhynchos,Seychelles,Anse Forbans,0,1,0,55.5261143,-4.7755883,sequenced
Prh-015,Plagiotremus rhinorhynchos,Seychelles,Anse Forbans,0,1,0,55.5261143,-4.7755883,sequenced
Prh-016,Plagiotremus rhinorhynchos,Seychelles,Lislette,0,1,0,55.4660072,-4.7542939,sequenced
Prh-040,Plagiotremus rhinorhynchos,Seychelles,Seychelles,0,1,0,55.491977,-4.679574,sequenced
Pta-035,Plagiotremus tapeinosoma,Seychelles,Anse Takamaka,0,1,1,55.4944673,-4.7760187,sequenced
Pta-036,Plagiotremus tapeinosoma,Seychelles,Lislette,0,1,1,55.4660072,-4.7542939,sequenced
Pta-037,Plagiotremus tapeinosoma,Seychelles,Lislette,0,1,1,55.4660072,-4.7542939,sequenced
Pta-038,Plagiotremus tapeinosoma,Seychelles,Lislette,0,1,1,55.4660072,-4.7542939,sequenced
Pta-039,Plagiotremus tapeinosoma,Seychelles,Anse Soleil,0,1,0,55.4649887,-4.7458395,sequenced
Pta-040,Plagiotremus tapeinosoma,Seychelles,Mahe,0,0,0,55.480396,-4.6826693,sequenced
Pta-041,Plagiotremus tapeinosoma,Seychelles,Mahe,0,0,0,55.480396,-4.6826693,sequenced
Pta-042,Plagiotremus tapeinosoma,Seychelles,Anse Forbans,0,1,0,55.5261143,-4.7755883,sequenced
Pta-043,Plagiotremus tapeinosoma,Seychelles,Anse Forbans,0,0,1,55.5261143,-4.7755883,sequenced
Prh-017,Plagiotremus rhinorhynchos,South Africa,KwaZulu-Natal,0,0,0,30.8958242,-28.5305539,sequenced
Prh-018,Plagiotremus rhinorhynchos,South Africa,KwaZulu-Natal,0,0,0,30.8958242,-28.5305539,sequenced
